row_id,column,value,prior_error_type,prior_source,is_error,error_type,confidence,suggested_fix,llm_reason
390,sched_dep_time,,MV,stage1,True,MV,0.95,,当前值为空，且无同行上下文可推断计划出发时间，确认为缺失。
390,sched_arr_time,,MV,stage1,True,MV,0.95,,当前值为空，且无同行上下文可推断计划到达时间，确认为缺失。
390,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,'airtravelcenter'为合法来源名称，格式与正常样本一致，无拼写或依赖错误，分布异常标记可能因罕见值导致误报。
391,sched_dep_time,,MV,stage1,True,MV,1.0,,值为空，确认为缺失值
391,sched_arr_time,,MV,stage1,True,MV,1.0,,值为空，确认为缺失值
391,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,值符合正常来源代码模式，分布误报
392,sched_dep_time,,MV,stage1,True,MV,0.95,,值为NaN，缺失计划出发时间
392,sched_arr_time,,MV,stage1,True,MV,0.95,,值为NaN，缺失计划到达时间
392,src,airtravelcenter,DIST,stage2,False,NONE,0.8,,airtravelcenter可能是有效来源标识，与正常样例格式一致，无证据表明错误
393,act_dep_time,,MV,stage1,True,MV,0.95,,实际出发时间缺失，且无上下文可推断
393,act_arr_time,,MV,stage1,True,MV,0.95,,实际到达时间缺失，且无上下文可推断
393,src,airtravelcenter,DIST,stage2,False,NONE,0.85,,值符合小写字母序列的合法来源名，分布模型误报
394,sched_dep_time,,MV,stage1,True,MV,1.0,,缺失值：值为NaN
394,sched_arr_time,,MV,stage1,True,MV,1.0,,缺失值：值为NaN
394,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,airtravelcenter可能是一个合法数据来源，不在常见分布中但跨列无矛盾，分布模型误报
395,sched_dep_time,,MV,stage1,True,MV,0.95,,该值为空，缺失计划起飞时间
395,sched_arr_time,,MV,stage1,True,MV,0.95,,该值为空，缺失计划到达时间
395,src,airtravelcenter,DIST,stage2,False,NONE,0.8,,airtravelcenter 可能是合法的数据来源，与正常样例风格相似，无跨列矛盾
396,sched_dep_time,,MV,stage1,True,MV,0.99,,计划起飞时间为空，且同行实际时间有值，确为缺失
396,sched_arr_time,,MV,stage1,True,MV,0.99,,计划到达时间为空，且同行实际时间有值，确为缺失
396,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,airtravelcenter 符合该列小写单词命名模式，与其他旅游相关来源一致，仅因低频被误标
397,sched_dep_time,,MV,stage1,True,MV,0.95,,值为空/NaN，缺失计划起飞时间，无法推测
397,sched_arr_time,,MV,stage1,True,MV,0.95,,值为空/NaN，缺失计划到达时间，无法推测
397,src,airtravelcenter,DIST,stage2,False,NONE,0.85,,罕见但合法的来源名称，与正常样例格式一致，无拼写或跨列错误
398,act_dep_time,,MV,stage1,True,MV,0.95,,实际出发时间缺失
398,act_arr_time,,MV,stage1,True,MV,0.95,,实际到达时间缺失
398,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,airtravelcenter是合法的来源名称，无格式或跨列依赖问题
399,sched_dep_time,,MV,stage1,True,MV,0.9,,计划起飞时间缺失，实际时间存在，应视为缺失值
399,sched_arr_time,,MV,stage1,True,MV,0.9,,计划到达时间缺失，实际时间存在，应视为缺失值
399,src,airtravelcenter,DIST,stage2,False,NONE,0.8,,来源代码‘airtravelcenter’看起来合法，与行内其他列无冲突，可能为罕见但正确值
400,sched_dep_time,,MV,stage1,True,MV,1.0,,计划起飞时间缺失
400,sched_arr_time,,MV,stage1,True,MV,1.0,,计划到达时间缺失
400,src,airtravelcenter,DIST,stage2,False,NONE,0.8,,来源名称看起来合理，可能合法，前序标记为误报
401,sched_dep_time,,MV,stage1,True,MV,0.99,,计划起飞时间为NaN，明确缺失
401,sched_arr_time,,MV,stage1,True,MV,0.99,,计划到达时间为NaN，明确缺失
401,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,airtravelcenter像是一个合法来源名称，可能为真实服务，与正常样例模式一致，未见错误
402,sched_dep_time,,MV,stage1,True,MV,0.95,,整行中该值为空（NaN），与其他列不矛盾，确认为缺失值。
402,sched_arr_time,,MV,stage1,True,MV,0.95,,整行中该值为空（NaN），与其他列不矛盾，确认为缺失值。
402,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,'airtravelcenter' 看似合法的来源名称，无跨列不一致，前序标记为分布异常但无具体错误证据，应为误报。
403,sched_dep_time,,MV,stage1,True,MV,0.95,,计划起飞时间为空值，属于缺失信息，无法从上下文准确推断。
403,sched_arr_time,,MV,stage1,True,MV,0.95,,计划到达时间为空值，属于缺失信息，无法从上下文准确推断。
403,src,airtravelcenter,DIST,stage2,False,NONE,0.8,,该值格式与正常样本一致，可能是合法来源名称，无跨列冲突，前序标记疑为误报。
404,sched_dep_time,,MV,stage1,True,MV,0.99,,值为空字符串，且同列正常样例均为时间格式，判定为缺失值
404,sched_arr_time,,MV,stage1,True,MV,0.99,,值为空字符串，且同列正常样例均为时间格式，判定为缺失值
404,src,airtravelcenter,DIST,stage2,False,NONE,0.7,,值格式合规，无拼写错误或跨列冲突，仅因分布罕见被标记，判定为误报
405,sched_dep_time,,MV,stage1,True,MV,0.99,,计划出发时间缺失
405,sched_arr_time,,MV,stage1,True,MV,0.99,,计划到达时间缺失
405,src,airtravelcenter,DIST,stage2,False,NONE,0.95,,airtravelcenter是合理的来源名称，与正常样例格式一致，可能为真实数据源
406,sched_dep_time,,MV,stage1,True,MV,0.95,,值为空，确为缺失值，无法从上下文中推断。
406,sched_arr_time,,MV,stage1,True,MV,0.95,,值为空，确为缺失值，无法从上下文中推断。
406,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,罕见但合法的源名，无跨列冲突，前序为分布误报。
407,act_dep_time,,MV,stage1,True,MV,1.0,,实际出发时间为空，计划出发时间存在，缺失值明确
407,act_arr_time,,MV,stage1,True,MV,1.0,,实际到达时间为空，计划到达时间存在，缺失值明确
407,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,值格式与正常样例一致，无跨列矛盾，可能是未包含在样本中的合法来源
408,sched_dep_time,,MV,stage1,True,MV,0.95,,计划出发时间为空，是缺失值
408,sched_arr_time,,MV,stage1,True,MV,0.95,,计划到达时间为空，是缺失值
408,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,值符合来源的命名模式，与正常样例风格一致，仅为分布上的少见值，非真实错误
409,act_dep_time,,MV,stage1,True,MV,0.99,,值为空，符合缺失值定义
409,sched_arr_time,12/2/11 5:11 a.m.,FI,stage1,True,FI,0.8,5:11 a.m.,格式包含日期，而同列正常样例均为时间格式；可能误录日期部分
409,act_arr_time,,MV,stage1,True,MV,0.99,,值为空，符合缺失值定义
409,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,ari不是拼写错误或格式问题，仅因未见于正常样例而被误报；来源代码本身合理
410,sched_dep_time,,MV,stage1,True,MV,0.95,,值为空，实际为缺失哨兵，且该列应有时间值。
410,sched_arr_time,,MV,stage1,True,MV,0.95,,值为空，实际为缺失哨兵，且该列应有时间值。
410,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,格式与正常样例一致，为合法的来源标识，前序标记为误报。
411,sched_dep_time,,MV,stage1,True,MV,0.95,,空值，缺失计划起飞时间，无法从上下文推断。
411,sched_arr_time,,MV,stage1,True,MV,0.95,,空值，缺失计划到达时间，无法从上下文推断。
411,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,airtravelcenter 是合理的来源网站名，与同行其他列无冲突，前序标记为误报。
412,sched_dep_time,,MV,stage1,True,MV,0.95,,值为空，且无法从同行其他列推断计划出发时间，确认为缺失。
412,sched_arr_time,,MV,stage1,True,MV,0.95,,值为空，且无法从同行其他列推断计划到达时间，确认为缺失。
412,src,airtravelcenter,DIST,stage2,False,NONE,0.7,,该值拼写正常，无跨列矛盾，仅在正常样例中未出现，可能为罕见但合法的来源标识。
413,sched_dep_time,,MV,stage1,True,MV,0.95,,缺失值，无法从上下文推断具体时间
413,sched_arr_time,,MV,stage1,True,MV,0.95,,缺失值，无法从上下文推断具体时间
413,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,airtravelcenter格式与正常样本类似，可能是合法来源，无跨列冲突
414,sched_dep_time,,MV,stage1,True,MV,0.95,,值缺失，且无法从上下文推断计划起飞时间
414,sched_arr_time,,MV,stage1,True,MV,0.95,,值缺失，且无法从上下文推断计划到达时间
414,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,格式与正常样例一致，无其他错误迹象，应为正常值
415,act_dep_time,,MV,stage1,True,MV,0.95,,实际起飞时间缺失，与对应计划时间无关联，确认为缺失值。
415,act_arr_time,,MV,stage1,True,MV,0.95,,实际到达时间缺失，与对应计划时间无关联，确认为缺失值。
415,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,值可能是合法的数据源标识符，无拼写或格式错误，分布异常可能为误报。
416,act_dep_time,,MV,stage1,True,MV,1.0,,实际出发时间值缺失
416,act_arr_time,,MV,stage1,True,MV,1.0,,实际到达时间值缺失
416,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,值符合该列正常格式，分布模型可能误报
417,sched_dep_time,,MV,stage1,True,MV,0.95,,单元格为空，该列应为时间格式，计划起飞时间缺失
417,sched_arr_time,,MV,stage1,True,MV,0.95,,单元格为空，该列应为时间格式，计划到达时间缺失
417,src,airtravelcenter,DIST,stage2,False,NONE,0.7,,虽不常见，但符合source_code格式，可能为合法来源标识
418,sched_dep_time,,MV,stage1,True,MV,1.0,,缺失值：单元格为空
418,sched_arr_time,,MV,stage1,True,MV,1.0,,缺失值：单元格为空
418,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,可能为有效来源，不在常见样本中但格式无异常
419,sched_dep_time,,MV,stage1,True,MV,0.95,,单元格为空，但该列为预定出发时间，应包含类似“7:10 a.m.”的时间值，缺失显然是错误。
419,sched_arr_time,,MV,stage1,True,MV,0.95,,单元格为空，但该列为预定到达时间，应包含类似“2:35 p.m.”的时间值，缺失显然是错误。
419,src,airtravelcenter,DIST,stage2,False,NONE,0.85,,“airtravelcenter”是结构合理的来源名称，与同列其他小写字母组合的模式一致，未见拼写或格式错误；分布稀少不代表错误，结合上下文无跨列矛盾，应视为误报。
420,sched_dep_time,,MV,stage1,True,MV,1.0,,缺失值，计划出发时间为空，且无其他列可推断
420,sched_arr_time,,MV,stage1,True,MV,1.0,,缺失值，计划到达时间为空，且无其他列可推断
420,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,airtravelcenter 为合理来源网站名，拼写与格式正常，分布异常为误报
421,sched_dep_time,,MV,stage1,True,MV,0.95,,计划起飞时间为空，缺失值无误，无法推断具体时间
421,sched_arr_time,,MV,stage1,True,MV,0.95,,计划到达时间为空，缺失值无误，无法推断具体时间
421,src,airtravelcenter,DIST,stage2,False,NONE,0.6,,airtravelcenter 虽不在常见样例中，但可能为合法罕见来源，无跨列矛盾，视为误报
422,act_dep_time,,MV,stage1,True,MV,1.0,,值为空/NaN，明显缺失。
422,act_arr_time,,MV,stage1,True,MV,1.0,,值为空/NaN，明显缺失。
422,sched_dep_time,9:05 a.m. (-00:00),DIST,stage2,True,FI,0.9,9:05 a.m.,"时间格式包含多余的时区偏移""(-00:00)""，与本行sched_arr_time及其他正常样例不一致，建议移除。"
422,src,airtravelcenter,DIST,stage2,False,NONE,0.8,,"""airtravelcenter""是一个可能的合法来源标识符，无明显拼写或格式错误，分布模型标记仅因其较少见。"
423,sched_dep_time,,MV,stage1,True,MV,0.95,,数值为空，且无法从同行其他列推断计划起飞时间
423,sched_arr_time,,MV,stage1,True,MV,0.95,,数值为空，且无法从同行其他列推断计划到达时间
423,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,airtravelcenter 为合法数据来源标识，与正常样例模式一致，无拼写或格式错误
424,sched_dep_time,,MV,stage1,True,MV,0.95,,值为空，确实缺失，无可推断的修复值。
424,sched_arr_time,,MV,stage1,True,MV,0.95,,值为空，确实缺失。
424,src,airtravelcenter,DIST,stage2,False,NONE,0.7,,该值虽罕见，但格式与正常样例一致，无跨列矛盾，可能是有效来源。
425,sched_dep_time,,MV,stage1,True,MV,1.0,,值缺失，且无法从上下文推断
425,sched_arr_time,,MV,stage1,True,MV,1.0,,值缺失，且无法从上下文推断
425,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,值符合列格式且语义合理，可能是合法来源，分布标记疑为误报
426,sched_dep_time,,MV,stage1,True,MV,0.99,,值为空，明确缺失
426,sched_arr_time,,MV,stage1,True,MV,0.99,,值为空，明确缺失
426,src,airtravelcenter,DIST,stage2,False,NONE,0.95,,airtravelcenter 符合来源命名规范，且与正常样例结构相似，分布异常可能由于罕见而非错误
427,sched_dep_time,,MV,stage1,True,MV,0.95,,该值为 NaN，明显缺失
427,sched_arr_time,,MV,stage1,True,MV,0.95,,该值为 NaN，明显缺失
427,src,airtravelcenter,DIST,stage2,False,NONE,0.7,,可能为合法的来源标识，格式与常见样例一致，无其他错误迹象
428,sched_dep_time,,MV,stage1,True,MV,1.0,,缺失值，正常样本均为时间格式，无其他上下文可推断
428,sched_arr_time,,MV,stage1,True,MV,1.0,,缺失值，正常样本均为时间格式，无其他上下文可推断
428,src,airtravelcenter,DIST,stage2,False,NONE,0.8,,虽为罕见值，但符合小写字母无空格命名规范，可能是真实数据源，无跨列不一致
429,act_dep_time,,MV,stage1,True,MV,0.99,,实际出发时间为NaN，是明确的缺失值，与正常样例格式一致，无其他线索可推断。
429,act_arr_time,,MV,stage1,True,MV,0.99,,实际到达时间为NaN，是明确的缺失值，无其他线索可推断。
429,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,airtravelcenter 为合法来源代码，无拼写或格式异常；分布罕见不构成错误，且与同行其他列无矛盾。
430,sched_dep_time,,MV,stage1,True,MV,1.0,,计划起飞时间缺失，该列通常非空且存在实际起飞时间，可能是信息遗漏
430,sched_arr_time,,MV,stage1,True,MV,1.0,,计划到达时间缺失，该列通常非空且存在实际到达时间，可能是信息遗漏
430,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,‘airtravelcenter’为合理的来源名称，由小写字母组成且无拼写错误，虽不常见但无跨列不一致
431,sched_dep_time,,MV,stage1,True,MV,1.0,,Missing value (NaN/empty) while act_dep_time exists
431,sched_arr_time,,MV,stage1,True,MV,1.0,,Missing value (NaN/empty) while act_arr_time exists
431,src,airtravelcenter,DIST,stage2,False,NONE,0.8,,"Plausible source name, no cross-column conflict; likely false positive from distribution model"
432,sched_dep_time,,MV,stage1,True,MV,0.95,,值为空，且无法从上下文推断计划起飞时间
432,sched_arr_time,,MV,stage1,True,MV,0.95,,值为空，且无法从上下文推断计划到达时间
432,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,该值符合列格式，虽未见于常见样本，但无跨列矛盾，可能是罕见合法来源
433,act_dep_time,,MV,stage1,True,MV,0.9,,实际起飞时间为空，而该列通常有值，缺失是数据质量错误。
433,act_arr_time,,MV,stage1,True,MV,0.9,,实际到达时间为空，而该列通常有值，缺失是数据质量错误。
433,src,airtravelcenter,DIST,stage2,False,NONE,0.95,,airtravelcenter 符合来源名称的常见模式，与正常样例形态一致，分布检测可能误报。
434,sched_dep_time,,MV,stage1,True,MV,0.95,,缺失值，计划出发时间为空
434,sched_arr_time,,MV,stage1,True,MV,0.95,,缺失值，计划到达时间为空
434,src,airtravelcenter,DIST,stage2,False,NONE,0.8,,airtravelcenter 为可能的数据源名称，无跨列矛盾，分布模型可能误报
435,sched_dep_time,,MV,stage1,True,MV,1.0,,值为空，与正常时间格式不符，确为缺失值
435,sched_arr_time,,MV,stage1,True,MV,1.0,,值为空，与正常时间格式不符，确为缺失值
435,src,airtravelcenter,DIST,stage2,False,NONE,0.9,,值格式为小写字母组合，语义上可能为数据来源名称，与正常样例模式一致，分布异常可能因未收录，应为误报
436,sched_dep_time,,MV,stage1,True,MV,0.99,,值为空，且同行无其他字段可推导，确为缺失。
436,sched_arr_time,,MV,stage1,True,MV,0.99,,值为空，且同行无其他字段可推导，确为缺失。
436,src,airtravelcenter,DIST,stage2,False,NONE,0.8,,"虽然不在常见样本中，但 “airtravelcenter” 结构上与正常来源（如 allegiantair, flytecomm）相似，无明显格式错误且无跨列冲突，前序分布异常标记置信度不足。"
438,sched_dep_time,,MV,stage1,True,MV,0.99,,值为NaN/空，符合缺失值定义，无法推断具体时间
438,sched_arr_time,,MV,stage1,True,MV,0.99,,值为NaN/空，符合缺失值定义，无法推断具体时间
441,sched_dep_time,,MV,stage1,True,MV,1.0,,计划出发时间为空，实际为缺失值。
441,sched_arr_time,,MV,stage1,True,MV,1.0,,计划到达时间为空，实际为缺失值。
442,act_arr_time,,MV,stage1,True,MV,1.0,,实际到达时间缺失，当前值为NaN/空。
443,flight,AA-3-JFK-LAX,DIST,stage2,False,NONE,0.95,,格式符合'航司-航班号-出发-到达'，航班号3虽短但可能有效，且与起降机场一致，无跨列冲突。
445,sched_dep_time,,MV,stage1,True,MV,1.0,,值为 NaN/空，确认为缺失值。
445,sched_arr_time,,MV,stage1,True,MV,1.0,,值为 NaN/空，确认为缺失值。
446,sched_dep_time,,MV,stage1,True,MV,1.0,,该值为空，缺失计划出发时间
446,sched_arr_time,,MV,stage1,True,MV,1.0,,该值为空，缺失计划到达时间
447,act_dep_time,,MV,stage1,True,MV,1.0,,Actual departure time is missing (NaN).
447,sched_arr_time,6:55 a.m. Dec 02,FI,stage1,False,NONE,0.95,,"Date suffix 'Dec 02' is appropriate for overnight flight, not a format error."
447,act_arr_time,,MV,stage1,True,MV,1.0,,Actual arrival time is missing (NaN).
448,sched_dep_time,,MV,stage1,True,MV,1.0,,值为空，与正常时间格式样本不符，且无上下文可推断
448,sched_arr_time,,MV,stage1,True,MV,1.0,,值为空，与正常时间格式样本不符，且无上下文可推断
449,sched_dep_time,,MV,stage1,True,MV,1.0,,值为空，计划起飞时间缺失
449,sched_arr_time,,MV,stage1,True,MV,1.0,,值为空，计划到达时间缺失
451,sched_dep_time,,MV,stage1,True,MV,0.95,,计划起飞时间缺失（空值/NaN），无上下文可推断修复值
451,sched_arr_time,,MV,stage1,True,MV,0.95,,计划到达时间缺失（空值/NaN），无上下文可推断修复值
452,sched_dep_time,,MV,stage1,True,MV,1.0,,计划出发时间缺失，无法从同行其他列或样本推断具体值
452,sched_arr_time,,MV,stage1,True,MV,1.0,,计划到达时间缺失，无法从同行其他列或样本推断具体值
454,sched_dep_time,,MV,stage1,True,MV,1.0,,值为空，与同列正常时间格式不符，确为缺失值。
454,sched_arr_time,,MV,stage1,True,MV,1.0,,值为空，与同列正常时间格式不符，确为缺失值。
457,sched_dep_time,,MV,stage1,True,MV,1.0,,计划出发时间为空，缺少有效时间值，与其他正常样例不符。
457,sched_arr_time,,MV,stage1,True,MV,1.0,,计划到达时间为空，缺少有效时间值，与其他正常样例不符。
458,sched_dep_time,,MV,stage1,True,MV,0.95,,计划出发时间缺失，且无法从其他列可靠推断。
458,sched_arr_time,,MV,stage1,True,MV,0.95,,计划到达时间缺失，且无法从其他列可靠推断。
459,sched_dep_time,,MV,stage1,True,MV,0.95,,缺失值，无法从实际时间推断计划时间
459,sched_arr_time,,MV,stage1,True,MV,0.95,,缺失值，无法从实际时间推断计划时间
460,sched_dep_time,,MV,stage1,True,MV,0.95,,计划起飞时间缺失，无足够上下文推断
460,sched_arr_time,,MV,stage1,True,MV,0.95,,计划到达时间缺失，无足够上下文推断
462,sched_dep_time,,MV,stage1,True,MV,1.0,,值为NaN，确实缺失
462,sched_arr_time,,MV,stage1,True,MV,1.0,,值为NaN，确实缺失
465,sched_dep_time,,MV,stage1,True,MV,0.95,,值为NaN，缺失计划出发时间
465,sched_arr_time,,MV,stage1,True,MV,0.95,,值为NaN，缺失计划到达时间
466,sched_dep_time,,MV,stage1,True,MV,1.0,,值为NaN，缺失计划出发时间，且无其他列可推导
466,sched_arr_time,,MV,stage1,True,MV,1.0,,值为NaN，缺失计划到达时间，且无其他列可推导
469,sched_dep_time,,MV,stage1,True,MV,0.99,,该字段为空/NaN，属于明确缺失值，且正常样例均为时间格式。
469,sched_arr_time,,MV,stage1,True,MV,0.99,,该字段为空/NaN，属于明确缺失值，且正常样例均为时间格式。
470,sched_dep_time,,MV,stage1,True,MV,1.0,,值为空，确实是缺失值
470,sched_arr_time,,MV,stage1,True,MV,1.0,,值为空，确实是缺失值
471,sched_dep_time,,MV,stage1,True,MV,1.0,,值为空，缺失计划出发时间
471,sched_arr_time,,MV,stage1,True,MV,1.0,,值为空，缺失计划到达时间
474,sched_dep_time,,MV,stage1,True,MV,0.99,,计划出发时间字段缺失
474,sched_arr_time,,MV,stage1,True,MV,0.99,,计划到达时间字段缺失
475,sched_dep_time,,MV,stage1,True,MV,1.0,,"Value is NaN, indicating missing data for scheduled departure time."
475,sched_arr_time,,MV,stage1,True,MV,1.0,,"Value is NaN, indicating missing data for scheduled arrival time."
477,sched_dep_time,,MV,stage1,True,MV,0.99,,值为NaN，缺失计划出发时间
477,sched_arr_time,,MV,stage1,True,MV,0.99,,值为NaN，缺失计划到达时间
478,sched_dep_time,,MV,stage1,True,MV,1.0,,The value is missing (NaN). No information to infer the scheduled departure time.
478,sched_arr_time,,MV,stage1,True,MV,1.0,,The value is missing (NaN). No information to infer the scheduled arrival time.
480,act_dep_time,,MV,stage1,True,MV,1.0,,Actual departure time is missing (NaN/empty).
480,act_arr_time,,MV,stage1,True,MV,1.0,,Actual arrival time is missing (NaN/empty).
482,act_dep_time,,MV,stage1,True,MV,0.95,,实际起飞时间缺失，与计划时间存在跨列依赖但无法推断具体值
482,sched_arr_time,12:21 a.m. Dec 02,FI,stage1,False,NONE,0.9,,跨夜航班，计划到达时间包含日期（12月02日），格式符合上下文逻辑，非错误
482,act_arr_time,,MV,stage1,True,MV,0.95,,实际到达时间缺失，无法推断
483,sched_dep_time,,MV,stage1,True,MV,0.95,,计划出发时间为空，属于缺失值，无法从其他列推断
483,sched_arr_time,,MV,stage1,True,MV,0.95,,计划到达时间为空，属于缺失值，无法从其他列推断
487,sched_dep_time,,MV,stage1,True,MV,0.95,,值为空或NaN，且实际起飞时间存在，计划时间缺失。
487,sched_arr_time,,MV,stage1,True,MV,0.95,,值为空或NaN，且实际到达时间存在，计划时间缺失。
489,sched_dep_time,,MV,stage1,True,MV,0.95,,值为空，正常样例均为时间格式，且同行其他列无法推断，确认为缺失。
489,sched_arr_time,,MV,stage1,True,MV,0.95,,值为空，正常样例均为时间格式，且同行其他列无法推断，确认为缺失。
491,sched_dep_time,,MV,stage1,True,MV,1.0,,航班应有预定出发时间，实际值缺失
491,sched_arr_time,,MV,stage1,True,MV,1.0,,航班应有预定到达时间，实际值缺失
492,sched_dep_time,,MV,stage1,True,MV,1.0,,值为空/NaN，计划起飞时间缺失
492,sched_arr_time,,MV,stage1,True,MV,1.0,,值为空/NaN，计划到达时间缺失
496,sched_dep_time,,MV,stage1,True,MV,0.95,,计划出发时间为空，属于缺失值错误，无上下文可推断正确值。
496,sched_arr_time,,MV,stage1,True,MV,0.95,,计划到达时间为空，属于缺失值错误，无上下文可推断正确值。
497,act_dep_time,,MV,stage1,True,MV,1.0,,实际值为NaN，是缺失值
497,sched_arr_time,5:50 a.m. Dec 02,FI,stage1,False,NONE,0.9,,包含日期是因跨日航班，格式虽不符常规但合理，非错误
497,act_arr_time,,MV,stage1,True,MV,1.0,,实际值为NaN，是缺失值
497,src,flightview,DIST,stage2,False,NONE,0.8,,flightview是合法的数据来源，分布上少见但正确
498,act_dep_time,,MV,stage1,True,MV,0.95,,实际起飞时间缺失，当前为空值，符合缺失值特征。
498,sched_arr_time,12:29 a.m. Dec 02,FI,stage1,False,NONE,0.9,,跨日航班LAX-JFK，预计到达时间包含日期符合逻辑；格式‘时间 月日’为该列的合理变体，非格式错误。
498,act_arr_time,,MV,stage1,True,MV,0.95,,实际到达时间缺失，当前为空值，符合缺失值特征。
499,act_dep_time,,MV,stage1,True,MV,1.0,,实际出发时间为空或NaN，为缺失值。
499,sched_arr_time,12:15 a.m. Dec 02,FI,stage1,False,NONE,0.9,,跨夜航班，到达日期补充合理；虽正常样例多为仅时间，但上下文一致，非格式错误。
499,act_arr_time,,MV,stage1,True,MV,1.0,,实际到达时间为空或NaN，为缺失值。
500,act_dep_time,,MV,stage1,True,MV,1.0,,实际起飞时间为空，确为缺失值
500,act_arr_time,,MV,stage1,True,MV,1.0,,实际到达时间为空，确为缺失值
503,sched_dep_time,,MV,stage1,True,MV,0.95,,"value is NaN/empty, missing actual scheduled departure time"
503,sched_arr_time,,MV,stage1,True,MV,0.95,,"value is NaN/empty, missing actual scheduled arrival time"
504,act_dep_time,,MV,stage1,True,MV,1.0,,实际出发时间缺失，且无其他信息可推断
504,act_arr_time,,MV,stage1,True,MV,1.0,,实际到达时间缺失，且无其他信息可推断
505,sched_dep_time,,MV,stage1,True,MV,0.95,,预定起飞时间缺失，实际起飞时间存在，但无法推断预定时间
505,sched_arr_time,,MV,stage1,True,MV,0.95,,预定到达时间缺失，实际到达时间存在，但无法推断预定时间
506,sched_dep_time,,MV,stage1,True,MV,0.9,,计划起飞时间缺失，但实际起飞时间存在，应为有效时间值
506,sched_arr_time,,MV,stage1,True,MV,0.9,,计划到达时间缺失，但实际到达时间存在，应为有效时间值
507,act_dep_time,,MV,stage1,True,MV,1.0,,Actual departure time is missing (NaN).
507,sched_arr_time,5:11 a.m.Dec 02,FI,stage1,True,FI,0.9,5:11 a.m. Dec 02,"Missing space between 'a.m.' and 'Dec', but date annotation is valid for overnight flight."
507,act_arr_time,,MV,stage1,True,MV,1.0,,Actual arrival time is missing (NaN).
508,act_dep_time,,MV,stage1,True,MV,0.98,,实际出发时间缺失，仅有计划时间5:30 p.m.
508,act_arr_time,,MV,stage1,True,MV,0.98,,实际到达时间缺失，仅有计划时间6:40 p.m.
509,sched_dep_time,,MV,stage1,True,MV,1.0,,值缺失，无跨列信息可推断计划时间
509,sched_arr_time,,MV,stage1,True,MV,1.0,,值缺失，无跨列信息可推断计划时间
510,sched_dep_time,,MV,stage1,True,MV,0.95,,值为空/NaN，确实缺失计划出发时间，无法从上下文推断。
510,sched_arr_time,,MV,stage1,True,MV,0.95,,值为空/NaN，确实缺失计划到达时间，无法从上下文推断。
511,sched_dep_time,,MV,stage1,True,MV,0.95,,计划起飞时间缺失，实际起飞时间存在，为数据遗漏
511,sched_arr_time,,MV,stage1,True,MV,0.95,,计划到达时间缺失，实际到达时间存在，为数据遗漏
512,sched_dep_time,,MV,stage1,True,MV,0.95,,值为空/NaN，属于缺失值，需补充正确时间。
512,sched_arr_time,,MV,stage1,True,MV,0.95,,值为空/NaN，属于缺失值，需补充正确时间。
513,sched_dep_time,,MV,stage1,True,MV,0.95,,单元格为空/NaN，缺失计划出发时间
513,sched_arr_time,,MV,stage1,True,MV,0.95,,单元格为空/NaN，缺失计划到达时间
514,sched_dep_time,,MV,stage1,True,MV,0.9,,计划起飞时间缺失
514,sched_arr_time,,MV,stage1,True,MV,0.9,,计划到达时间缺失
520,sched_dep_time,,MV,stage1,True,MV,1.0,,计划起飞时间为空，确认为缺失值
520,sched_arr_time,,MV,stage1,True,MV,1.0,,计划到达时间为空，确认为缺失值
522,sched_dep_time,,MV,stage1,True,MV,1.0,,值为空字符串，是缺失值，无法从上下文推断正确值
522,sched_arr_time,,MV,stage1,True,MV,1.0,,值为空字符串，是缺失值，无法从上下文推断正确值
525,sched_dep_time,,MV,stage1,True,MV,1.0,,计划起飞时间缺失，实际起飞时间为11:41 a.m.，无法推断合理值
525,sched_arr_time,,MV,stage1,True,MV,1.0,,计划到达时间缺失，实际到达时间为4:56 p.m.，无法推断合理值
529,sched_dep_time,,MV,stage1,True,MV,1.0,,值为空/NaN，无可用数据推断
529,sched_arr_time,,MV,stage1,True,MV,1.0,,值为空/NaN，无可用数据推断
