row_id,column,error_type,confidence,suggested_fix
650,sched_arr_time,MV,0.95,
651,sched_dep_time,MV,1.0,
651,sched_arr_time,MV,1.0,
652,sched_dep_time,MV,1.0,
652,sched_arr_time,MV,1.0,
654,sched_dep_time,MV,1.0,
654,sched_arr_time,MV,1.0,
657,sched_dep_time,MV,1.0,
657,sched_arr_time,MV,1.0,
658,sched_dep_time,MV,1.0,
658,sched_arr_time,MV,1.0,
661,sched_dep_time,MV,1.0,
661,sched_arr_time,MV,1.0,
662,sched_dep_time,MV,1.0,
662,sched_arr_time,MV,1.0,
663,sched_dep_time,MV,0.95,
663,sched_arr_time,MV,0.95,
666,sched_dep_time,MV,1.0,
666,sched_arr_time,MV,1.0,
667,sched_dep_time,MV,1.0,
667,sched_arr_time,MV,1.0,
669,sched_dep_time,MV,1.0,
669,sched_arr_time,MV,1.0,
670,sched_dep_time,MV,1.0,
670,sched_arr_time,MV,1.0,
672,act_dep_time,MV,1.0,
672,act_arr_time,MV,1.0,
674,act_dep_time,MV,1.0,
674,sched_arr_time,FI,0.9,12:21 a.m.
674,act_arr_time,MV,1.0,
675,sched_dep_time,MV,1.0,
675,sched_arr_time,MV,1.0,
679,sched_dep_time,MV,0.95,
679,sched_arr_time,MV,0.95,
681,sched_dep_time,MV,0.99,
681,sched_arr_time,MV,0.99,
683,sched_dep_time,MV,0.95,
683,sched_arr_time,MV,0.95,
684,sched_dep_time,MV,0.99,
684,sched_arr_time,MV,0.99,
688,sched_dep_time,MV,0.95,
688,sched_arr_time,MV,0.95,
689,act_dep_time,MV,0.99,
689,act_arr_time,MV,0.99,
690,act_dep_time,MV,0.95,
690,sched_arr_time,FI,0.9,12:29 a.m.
690,act_arr_time,MV,0.95,
691,act_dep_time,MV,0.95,
691,act_arr_time,MV,0.95,
692,act_dep_time,MV,0.95,
692,act_arr_time,MV,0.95,
695,sched_dep_time,MV,1.0,
695,sched_arr_time,MV,1.0,
696,act_dep_time,MV,0.95,
696,act_arr_time,MV,0.95,
697,sched_dep_time,MV,0.95,
697,sched_arr_time,MV,0.95,
698,sched_dep_time,MV,1.0,
698,sched_arr_time,MV,1.0,
699,act_dep_time,MV,1.0,
699,sched_arr_time,FI,0.95,5:11 a.m. Dec 02
699,act_arr_time,MV,1.0,
700,act_dep_time,MV,0.99,
700,act_arr_time,MV,0.99,
701,sched_dep_time,MV,0.95,
701,sched_arr_time,MV,0.95,
702,sched_dep_time,MV,0.95,
702,sched_arr_time,MV,0.95,
703,sched_dep_time,MV,1.0,
703,sched_arr_time,MV,1.0,
704,sched_dep_time,MV,0.95,
704,sched_arr_time,MV,0.95,
705,sched_dep_time,MV,1.0,
705,sched_arr_time,MV,1.0,
706,sched_dep_time,MV,0.95,
706,sched_arr_time,MV,0.95,
712,sched_dep_time,MV,1.0,
712,sched_arr_time,MV,1.0,
714,sched_dep_time,MV,0.95,
714,sched_arr_time,MV,0.95,
717,sched_dep_time,MV,1.0,
717,sched_arr_time,MV,1.0,
721,sched_dep_time,MV,1.0,
721,sched_arr_time,MV,1.0,
729,sched_dep_time,MV,0.95,
729,sched_arr_time,MV,0.95,
730,sched_dep_time,MV,0.95,
730,sched_arr_time,MV,0.95,
731,sched_dep_time,MV,0.98,
731,sched_arr_time,MV,0.98,
732,sched_dep_time,MV,0.99,
732,sched_arr_time,MV,0.99,
733,sched_dep_time,MV,0.95,
733,sched_arr_time,MV,0.95,
734,act_dep_time,MV,1.0,
734,act_arr_time,MV,1.0,
735,sched_dep_time,MV,0.95,
735,sched_arr_time,MV,0.95,
736,sched_dep_time,MV,0.95,
736,sched_arr_time,MV,0.95,
737,act_dep_time,MV,0.95,
737,act_arr_time,MV,0.95,
738,sched_dep_time,MV,1.0,
738,sched_arr_time,MV,1.0,
739,sched_dep_time,MV,1.0,
739,sched_arr_time,MV,1.0,
740,sched_dep_time,MV,0.95,
740,sched_arr_time,MV,0.95,
741,sched_dep_time,MV,1.0,
741,sched_arr_time,MV,1.0,
742,sched_dep_time,MV,0.95,
742,sched_arr_time,MV,0.95,
743,sched_dep_time,MV,0.99,
743,sched_arr_time,MV,0.99,
744,sched_dep_time,MV,1.0,
744,sched_arr_time,MV,1.0,
745,sched_dep_time,MV,0.98,
745,sched_arr_time,MV,0.98,
746,sched_dep_time,MV,0.95,
746,sched_arr_time,MV,0.95,
747,sched_dep_time,MV,0.95,
747,sched_arr_time,MV,0.95,
748,sched_dep_time,MV,0.95,
748,sched_arr_time,MV,0.95,
749,sched_dep_time,MV,0.98,
749,sched_arr_time,MV,0.98,
750,sched_dep_time,MV,0.99,
750,sched_arr_time,MV,0.99,
751,sched_dep_time,MV,1.0,
751,sched_arr_time,MV,1.0,
752,sched_dep_time,MV,0.95,
752,sched_arr_time,MV,0.95,
753,sched_dep_time,MV,1.0,
753,sched_arr_time,MV,1.0,
754,sched_dep_time,MV,0.95,
754,sched_arr_time,MV,0.95,
755,sched_dep_time,MV,1.0,
755,sched_arr_time,MV,1.0,
756,act_dep_time,MV,1.0,
756,act_arr_time,MV,1.0,
757,sched_dep_time,MV,0.9,
757,sched_arr_time,MV,0.9,
758,sched_dep_time,MV,1.0,
758,sched_arr_time,MV,1.0,
759,sched_dep_time,MV,1.0,
759,sched_arr_time,MV,1.0,
760,sched_dep_time,MV,0.95,
760,sched_arr_time,MV,0.95,
761,sched_dep_time,MV,0.95,
761,sched_arr_time,MV,0.95,
762,sched_dep_time,MV,1.0,
762,sched_arr_time,MV,1.0,
763,sched_dep_time,MV,0.95,
763,sched_arr_time,MV,0.95,
764,sched_dep_time,MV,0.95,
764,sched_arr_time,MV,0.95,
765,sched_dep_time,MV,0.98,
765,sched_arr_time,MV,0.98,
766,sched_dep_time,MV,0.95,
766,sched_arr_time,MV,0.95,
767,sched_dep_time,MV,1.0,
767,sched_arr_time,MV,1.0,
768,sched_dep_time,MV,1.0,
768,sched_arr_time,MV,1.0,
769,sched_dep_time,MV,1.0,
769,sched_arr_time,MV,1.0,
770,sched_dep_time,MV,0.95,
770,sched_arr_time,MV,0.95,
771,act_dep_time,MV,0.95,
771,act_arr_time,MV,0.95,
772,act_dep_time,MV,0.95,
772,sched_arr_time,FI,0.9,12:15 a.m.
772,act_arr_time,MV,0.95,
773,act_dep_time,MV,1.0,
773,act_arr_time,MV,1.0,
774,sched_dep_time,MV,1.0,
774,sched_arr_time,MV,1.0,
775,sched_dep_time,MV,0.95,
775,sched_arr_time,MV,0.95,
776,sched_dep_time,MV,1.0,
776,sched_arr_time,MV,1.0,
777,act_dep_time,MV,0.9,
777,act_arr_time,MV,0.9,
778,sched_dep_time,MV,0.95,
778,act_dep_time,FI,0.9,11:34 p.m.
778,sched_arr_time,MV,0.95,
779,act_dep_time,MV,1.0,
779,act_arr_time,MV,1.0,
780,sched_dep_time,MV,0.95,
780,sched_arr_time,MV,0.95,
781,sched_dep_time,MV,0.95,
781,sched_arr_time,MV,0.95,
782,sched_dep_time,MV,0.95,
782,sched_arr_time,MV,0.95,
783,act_dep_time,MV,0.99,
783,sched_arr_time,FI,0.6,12:29 a.m.
783,act_arr_time,MV,0.99,
784,sched_dep_time,MV,0.95,
784,sched_arr_time,MV,0.95,
785,sched_dep_time,MV,0.95,
785,sched_arr_time,MV,0.95,
786,sched_dep_time,MV,0.95,
786,sched_arr_time,MV,0.95,
787,sched_dep_time,MV,0.95,
787,sched_arr_time,MV,0.95,
788,sched_dep_time,MV,1.0,
788,sched_arr_time,MV,1.0,
789,sched_dep_time,MV,1.0,
789,sched_arr_time,MV,1.0,
790,sched_dep_time,MV,0.95,
790,sched_arr_time,MV,0.95,
791,sched_dep_time,MV,0.95,
791,sched_arr_time,MV,0.95,
792,sched_dep_time,MV,0.99,
792,act_dep_time,MV,0.99,
792,sched_arr_time,FI,0.9,2:45 p.m.
792,src,OTHER,0.7,
793,sched_dep_time,MV,0.95,
793,act_dep_time,MV,0.95,
793,src,FI,0.8,
794,sched_dep_time,MV,0.95,
794,act_dep_time,MV,0.95,
794,sched_arr_time,FI,0.85,7:55 p.m.
794,src,OTHER,0.8,
795,sched_dep_time,MV,1.0,
795,act_dep_time,MV,1.0,
795,sched_arr_time,FI,0.9,9:20 a.m.
795,src,OTHER,0.9,
796,sched_dep_time,MV,1.0,
796,act_dep_time,MV,1.0,
796,sched_arr_time,FI,0.9,11:10 a.m.
796,src,OTHER,0.7,
797,sched_arr_time,MV,0.95,
797,act_arr_time,MV,0.95,
797,sched_dep_time,FI,0.85,12:30 p.m.
797,src,OTHER,0.7,
798,act_dep_time,MV,1.0,
798,sched_arr_time,MV,1.0,
798,act_arr_time,MV,1.0,
799,act_dep_time,MV,0.95,
799,sched_arr_time,MV,0.95,
799,act_arr_time,MV,0.95,
799,src,FI,0.75,
800,act_dep_time,MV,1.0,
800,sched_arr_time,MV,1.0,
800,act_arr_time,MV,1.0,
801,act_dep_time,MV,1.0,
801,sched_arr_time,MV,1.0,
801,act_arr_time,MV,1.0,
802,act_dep_time,MV,0.95,
802,sched_arr_time,MV,0.95,
802,act_arr_time,MV,0.95,
802,src,OTHER,0.9,
803,sched_dep_time,MV,0.95,
803,act_dep_time,MV,0.95,
803,src,OTHER,0.7,
804,sched_dep_time,MV,1.0,
804,act_dep_time,MV,1.0,
804,src,OTHER,0.85,
805,sched_dep_time,MV,0.99,
805,act_dep_time,MV,0.99,
805,sched_arr_time,FI,0.85,7:25 p.m.
805,src,VAD,0.95,
806,sched_dep_time,MV,1.0,
806,act_dep_time,MV,1.0,
806,src,FI,0.95,
807,sched_dep_time,MV,1.0,
807,act_dep_time,MV,1.0,
807,sched_arr_time,FI,0.9,
807,src,OTHER,0.9,
808,sched_dep_time,FI,0.9,8:00 p.m.
808,act_dep_time,MV,1.0,
808,sched_arr_time,MV,1.0,
808,act_arr_time,MV,1.0,
809,sched_dep_time,MV,0.99,
809,act_dep_time,MV,0.99,
809,sched_arr_time,FI,0.9,10:35 a.m.
809,src,OTHER,0.85,
810,sched_dep_time,MV,0.95,
810,act_dep_time,MV,0.95,
810,sched_arr_time,FI,0.8,12:18 p.m.
810,act_arr_time,MV,0.95,
810,src,VAD,0.9,
812,sched_dep_time,MV,0.95,
812,sched_arr_time,MV,0.95,
815,sched_dep_time,MV,0.95,
815,sched_arr_time,MV,0.95,
816,act_dep_time,MV,0.99,
816,act_arr_time,MV,0.99,
819,sched_dep_time,MV,0.99,
819,sched_arr_time,MV,0.99,
820,sched_dep_time,MV,0.95,
820,sched_arr_time,MV,0.95,
821,act_dep_time,MV,0.95,
821,act_arr_time,MV,0.95,
822,sched_dep_time,MV,0.95,
822,sched_arr_time,MV,0.95,
823,sched_dep_time,MV,1.0,
823,sched_arr_time,MV,1.0,
825,sched_dep_time,MV,1.0,
825,sched_arr_time,MV,1.0,
826,sched_dep_time,MV,0.95,
826,sched_arr_time,MV,0.95,
828,sched_dep_time,MV,0.95,
828,sched_arr_time,MV,0.95,
831,sched_dep_time,MV,1.0,
831,sched_arr_time,MV,1.0,
832,sched_dep_time,MV,0.99,
832,sched_arr_time,MV,0.99,
833,sched_dep_time,MV,0.95,
833,sched_arr_time,MV,0.95,
834,sched_dep_time,MV,0.95,
834,sched_arr_time,MV,0.95,
836,sched_dep_time,MV,1.0,
836,sched_arr_time,MV,1.0,
839,sched_dep_time,MV,0.95,
839,sched_arr_time,MV,0.95,
840,sched_dep_time,MV,1.0,
840,sched_arr_time,MV,1.0,
842,act_arr_time,FI,0.95,3:20 p.m.
843,sched_dep_time,MV,1.0,
843,sched_arr_time,MV,1.0,
844,sched_dep_time,MV,0.95,
844,sched_arr_time,MV,0.95,
845,sched_dep_time,MV,0.95,
845,sched_arr_time,MV,0.95,
848,sched_dep_time,MV,1.0,
848,sched_arr_time,MV,1.0,
849,sched_dep_time,MV,1.0,
849,sched_arr_time,MV,1.0,
851,sched_dep_time,MV,1.0,
851,sched_arr_time,MV,1.0,
852,sched_dep_time,MV,0.95,
852,sched_arr_time,MV,0.95,
854,act_dep_time,MV,1.0,
854,act_arr_time,MV,1.0,
856,act_dep_time,MV,0.95,
856,act_arr_time,MV,0.95,
857,sched_dep_time,MV,1.0,
857,sched_arr_time,MV,1.0,
861,sched_dep_time,MV,0.95,
861,sched_arr_time,MV,0.95,
863,sched_dep_time,MV,0.95,
863,sched_arr_time,MV,0.95,
865,sched_dep_time,MV,1.0,
865,sched_arr_time,MV,1.0,
866,sched_dep_time,MV,0.95,
866,sched_arr_time,MV,0.95,
867,sched_dep_time,MV,1.0,
867,sched_arr_time,MV,1.0,
870,sched_dep_time,MV,1.0,
870,sched_arr_time,MV,1.0,
871,act_dep_time,MV,1.0,
871,act_arr_time,MV,1.0,
872,act_dep_time,MV,1.0,
872,act_arr_time,MV,1.0,
873,act_dep_time,MV,1.0,
873,act_arr_time,MV,1.0,
873,sched_arr_time,FI,0.9,12:15 a.m.
874,act_dep_time,MV,0.95,
874,act_arr_time,MV,0.95,
877,sched_dep_time,MV,1.0,
877,sched_arr_time,MV,1.0,
878,act_dep_time,MV,1.0,
878,act_arr_time,MV,1.0,
879,sched_dep_time,MV,0.99,
879,sched_arr_time,MV,0.99,
880,sched_dep_time,MV,0.95,
880,sched_arr_time,MV,0.95,
881,act_dep_time,MV,0.95,
881,act_arr_time,MV,0.95,
882,act_dep_time,MV,0.9,
882,act_arr_time,MV,0.9,
883,sched_dep_time,MV,0.99,
883,sched_arr_time,MV,0.99,
884,sched_dep_time,MV,0.95,
884,sched_arr_time,MV,0.95,
885,sched_dep_time,MV,1.0,
885,sched_arr_time,MV,1.0,
886,sched_dep_time,MV,1.0,
886,sched_arr_time,MV,1.0,
887,sched_dep_time,MV,1.0,
887,sched_arr_time,MV,1.0,
888,sched_dep_time,MV,1.0,
888,sched_arr_time,MV,1.0,
894,sched_dep_time,MV,1.0,
894,sched_arr_time,MV,1.0,
896,sched_dep_time,MV,1.0,
896,sched_arr_time,MV,1.0,
899,sched_dep_time,MV,1.0,
899,sched_arr_time,MV,1.0,
903,sched_dep_time,MV,1.0,
903,sched_arr_time,MV,1.0,
913,act_dep_time,MV,0.95,
913,act_arr_time,MV,0.95,
914,sched_dep_time,MV,0.95,
914,sched_arr_time,MV,0.95,
915,act_dep_time,MV,0.5,
915,act_arr_time,MV,0.5,
916,act_dep_time,MV,1.0,
916,act_arr_time,MV,1.0,
917,sched_dep_time,MV,0.99,
917,sched_arr_time,MV,0.99,
918,act_dep_time,MV,0.99,
918,act_arr_time,MV,0.99,
919,act_dep_time,MV,0.95,
919,act_arr_time,MV,0.95,
920,act_dep_time,MV,1.0,
920,act_arr_time,MV,1.0,
925,sched_dep_time,MV,1.0,
925,sched_arr_time,MV,1.0,
926,sched_dep_time,MV,1.0,
926,sched_arr_time,MV,1.0,
933,act_dep_time,MV,1.0,
933,act_arr_time,MV,1.0,
935,sched_dep_time,MV,1.0,
935,sched_arr_time,MV,1.0,
936,act_dep_time,MV,1.0,
936,act_arr_time,MV,1.0,
937,act_dep_time,MV,1.0,
937,act_arr_time,MV,1.0,
938,sched_dep_time,MV,0.95,
938,sched_arr_time,MV,0.95,
943,sched_arr_time,OTHER,0.5,
946,act_dep_time,MV,1.0,
946,act_arr_time,MV,1.0,
947,act_dep_time,MV,1.0,
947,sched_arr_time,FI,0.95,5:11 a.m.
947,act_arr_time,MV,1.0,
948,act_dep_time,MV,0.95,
948,act_arr_time,MV,0.95,
949,act_dep_time,MV,1.0,
949,act_arr_time,MV,1.0,
950,sched_dep_time,MV,0.95,
950,sched_arr_time,MV,0.95,
951,act_arr_time,FI,0.85,9:19 p.m.
952,sched_dep_time,MV,0.95,
952,sched_arr_time,MV,0.95,
953,sched_dep_time,MV,1.0,
953,sched_arr_time,MV,1.0,
955,act_dep_time,MV,1.0,
955,act_arr_time,MV,1.0,
956,act_dep_time,MV,1.0,
956,act_arr_time,MV,1.0,
958,act_dep_time,MV,1.0,
958,act_arr_time,MV,1.0,
959,act_dep_time,MV,1.0,
959,act_arr_time,MV,1.0,
960,sched_dep_time,MV,1.0,
960,sched_arr_time,MV,1.0,
962,act_dep_time,MV,1.0,
962,act_arr_time,MV,1.0,
963,act_dep_time,MV,1.0,
963,act_arr_time,MV,1.0,
964,sched_dep_time,MV,1.0,
964,sched_arr_time,MV,1.0,
991,sched_dep_time,MV,0.95,
991,sched_arr_time,MV,0.95,
992,sched_dep_time,MV,0.95,
992,sched_arr_time,MV,0.95,
994,act_dep_time,MV,0.99,
995,sched_dep_time,FI,0.95,12:00 p.m.
998,act_dep_time,MV,0.99,
999,sched_dep_time,MV,1.0,
999,sched_arr_time,MV,1.0,
1001,act_dep_time,FI,0.9,
1003,sched_dep_time,MV,0.99,
1003,sched_arr_time,MV,0.99,
1018,sched_dep_time,FI,0.95,12:00 p.m.
1018,act_dep_time,FI,0.95,
1025,act_dep_time,MV,0.95,
1026,sched_dep_time,MV,0.95,
1026,sched_arr_time,MV,0.95,
1030,act_dep_time,MV,0.95,
1032,act_dep_time,FI,0.95,
1034,sched_dep_time,MV,0.98,
1034,sched_arr_time,MV,0.98,
1035,act_dep_time,MV,0.95,
1036,act_dep_time,MV,0.95,
1037,act_dep_time,MV,0.95,
1037,src,T,0.9,travelocity
1038,act_dep_time,MV,0.95,
1041,sched_dep_time,MV,0.95,
1041,sched_arr_time,MV,0.95,
1042,sched_dep_time,MV,0.95,
1042,sched_arr_time,MV,0.95,
1043,act_dep_time,MV,0.95,
1045,sched_dep_time,MV,0.95,
1045,sched_arr_time,MV,0.95,
1046,sched_dep_time,MV,0.99,
1046,sched_arr_time,MV,0.99,
1049,act_dep_time,MV,1.0,
1054,act_dep_time,MV,0.95,
1058,sched_dep_time,MV,0.95,
1058,sched_arr_time,MV,0.95,
1071,sched_dep_time,MV,1.0,
1071,sched_arr_time,MV,1.0,
1074,sched_dep_time,MV,0.98,
1074,sched_arr_time,MV,0.98,
1075,act_arr_time,MV,0.95,
1078,sched_dep_time,MV,1.0,
1078,sched_arr_time,MV,1.0,
1079,sched_dep_time,MV,0.95,
1079,sched_arr_time,MV,0.95,
1080,act_dep_time,MV,0.95,
1080,act_arr_time,MV,0.95,
1081,sched_dep_time,MV,1.0,
1081,sched_arr_time,MV,1.0,
1082,sched_dep_time,MV,0.95,
1082,sched_arr_time,MV,0.95,
1084,sched_dep_time,MV,0.98,
1084,sched_arr_time,MV,0.98,
1085,sched_dep_time,MV,0.95,
1085,sched_arr_time,MV,0.95,
1087,sched_dep_time,MV,1.0,
1087,sched_arr_time,MV,1.0,
1090,sched_dep_time,MV,0.95,
1090,sched_arr_time,MV,0.95,
1091,sched_dep_time,MV,0.95,
1091,sched_arr_time,MV,0.95,
1092,sched_dep_time,MV,0.95,
1092,sched_arr_time,MV,0.95,
1093,sched_dep_time,MV,1.0,
1093,sched_arr_time,MV,1.0,
1095,sched_dep_time,MV,0.95,
1095,sched_arr_time,MV,0.95,
1098,sched_dep_time,MV,0.95,
1098,sched_arr_time,MV,0.95,
1099,sched_dep_time,MV,0.99,
1099,sched_arr_time,MV,0.99,
1102,sched_dep_time,MV,1.0,
1102,sched_arr_time,MV,1.0,
1103,sched_dep_time,MV,0.95,
1103,sched_arr_time,MV,0.95,
1104,sched_dep_time,MV,1.0,
1104,sched_arr_time,MV,1.0,
1107,sched_dep_time,MV,0.95,
1107,sched_arr_time,MV,0.95,
1108,sched_dep_time,MV,0.95,
1108,sched_arr_time,MV,0.95,
1110,sched_dep_time,MV,0.99,
1110,sched_arr_time,MV,0.99,
1111,sched_dep_time,MV,1.0,
1111,sched_arr_time,MV,1.0,
1113,act_dep_time,MV,0.95,
1113,act_arr_time,MV,0.95,
1115,act_dep_time,MV,0.99,
1115,act_arr_time,MV,0.99,
1116,sched_dep_time,MV,1.0,
1116,sched_arr_time,MV,1.0,
1120,sched_dep_time,MV,1.0,
1120,sched_arr_time,MV,1.0,
1122,sched_dep_time,MV,0.95,
1122,sched_arr_time,MV,0.95,
1124,sched_dep_time,MV,1.0,
1124,sched_arr_time,MV,1.0,
1125,sched_dep_time,MV,0.95,
1125,sched_arr_time,MV,0.95,
1129,sched_dep_time,MV,0.9,
1129,sched_arr_time,MV,0.9,
1130,act_dep_time,MV,1.0,
1130,sched_arr_time,FI,0.95,5:50 a.m.
1130,act_arr_time,MV,1.0,
1131,act_dep_time,MV,1.0,
1131,act_arr_time,MV,1.0,
1132,act_dep_time,MV,1.0,
1132,act_arr_time,MV,1.0,
1133,act_dep_time,MV,1.0,
1133,act_arr_time,MV,1.0,
1136,sched_dep_time,MV,0.95,
1136,sched_arr_time,MV,0.95,
1137,act_dep_time,MV,0.95,
1137,act_arr_time,MV,0.95,
1138,sched_dep_time,MV,0.98,
1138,sched_arr_time,MV,0.98,
1139,sched_dep_time,MV,0.95,
1139,sched_arr_time,MV,0.95,
1140,act_dep_time,MV,0.99,
1140,sched_arr_time,FI,0.9,5:11 a.m. Dec 02
1140,act_arr_time,MV,0.99,
1141,act_dep_time,MV,0.9,
1141,act_arr_time,MV,0.9,
1142,sched_dep_time,MV,0.99,
1142,sched_arr_time,MV,0.99,
1143,sched_dep_time,MV,1.0,
1143,sched_arr_time,MV,1.0,
1144,sched_dep_time,MV,1.0,
1144,sched_arr_time,MV,1.0,
1145,sched_dep_time,MV,0.95,
1145,sched_arr_time,MV,0.95,
1146,sched_dep_time,MV,0.95,
1146,sched_arr_time,MV,0.95,
1147,sched_dep_time,MV,0.99,
1147,sched_arr_time,MV,0.99,
1153,sched_dep_time,MV,0.99,
1153,sched_arr_time,MV,0.99,
1155,sched_dep_time,MV,0.95,
1155,sched_arr_time,MV,0.95,
1158,sched_dep_time,MV,0.95,
1158,sched_arr_time,MV,0.95,
1162,sched_dep_time,MV,1.0,
1162,sched_arr_time,MV,1.0,
1170,act_dep_time,MV,0.99,
1170,act_arr_time,MV,0.99,
1172,sched_dep_time,MV,0.95,
1172,sched_arr_time,MV,0.95,
1173,act_dep_time,MV,1.0,
1173,act_arr_time,MV,1.0,
1174,act_dep_time,MV,0.95,
1174,act_arr_time,MV,0.95,
1175,sched_dep_time,MV,1.0,
1175,sched_arr_time,MV,1.0,
1176,sched_dep_time,MV,1.0,
1176,sched_arr_time,MV,1.0,
1178,act_dep_time,MV,1.0,
1178,act_arr_time,MV,1.0,
1179,sched_dep_time,MV,0.95,
1179,sched_arr_time,MV,0.95,
1181,act_dep_time,MV,0.95,
1181,act_arr_time,MV,0.95,
1182,act_dep_time,MV,0.98,
1182,act_arr_time,MV,0.98,
1186,sched_dep_time,MV,1.0,
1186,sched_arr_time,MV,1.0,
1189,act_dep_time,MV,0.95,
1189,act_arr_time,MV,0.95,
1191,act_dep_time,MV,0.95,
1191,act_arr_time,MV,0.95,
1192,act_dep_time,MV,0.95,
1193,sched_dep_time,MV,0.95,
1193,sched_arr_time,MV,0.95,
1196,act_dep_time,MV,0.95,
1196,act_arr_time,MV,0.95,
1198,act_dep_time,MV,0.95,
1198,act_arr_time,MV,0.95,
1202,sched_dep_time,MV,0.95,
1202,sched_arr_time,MV,0.95,
1203,sched_dep_time,MV,0.95,
1203,sched_arr_time,MV,0.95,
1204,act_dep_time,MV,0.99,
1204,act_arr_time,MV,0.99,
1205,act_dep_time,MV,0.95,
1205,act_arr_time,MV,0.95,
1206,sched_dep_time,MV,1.0,
1206,sched_arr_time,MV,1.0,
1207,sched_dep_time,MV,1.0,
1207,sched_arr_time,MV,1.0,
1208,sched_dep_time,MV,0.95,
1208,sched_arr_time,MV,0.95,
1211,act_dep_time,MV,0.9,
1212,act_dep_time,MV,0.95,
1212,act_arr_time,MV,0.95,
1213,act_dep_time,MV,0.95,
1213,act_arr_time,MV,0.95,
1214,act_dep_time,MV,0.99,
1214,act_arr_time,MV,0.99,
1219,act_dep_time,MV,0.95,
1219,act_arr_time,MV,0.95,
1220,act_dep_time,MV,1.0,
1220,act_arr_time,MV,1.0,
1221,act_dep_time,MV,1.0,
1221,act_arr_time,MV,1.0,
1223,sched_dep_time,MV,0.95,
1223,sched_arr_time,MV,0.95,
1224,act_dep_time,MV,1.0,
1224,act_arr_time,MV,1.0,
1225,sched_dep_time,MV,0.95,
1225,sched_arr_time,MV,0.95,
1226,sched_dep_time,MV,1.0,
1226,sched_arr_time,MV,1.0,
1227,sched_dep_time,MV,0.99,
1227,sched_arr_time,MV,0.99,
1228,sched_dep_time,MV,1.0,
1228,sched_arr_time,MV,1.0,
1229,sched_dep_time,MV,0.95,
1229,sched_arr_time,MV,0.95,
1230,act_dep_time,MV,0.95,
1230,act_arr_time,MV,0.95,
1231,sched_dep_time,MV,1.0,
1231,sched_arr_time,MV,1.0,
1232,sched_dep_time,MV,1.0,
1232,sched_arr_time,MV,1.0,
1233,sched_dep_time,MV,0.95,
1233,sched_arr_time,MV,0.95,
1234,sched_dep_time,MV,0.98,
1234,sched_arr_time,MV,0.98,
1235,act_dep_time,MV,1.0,
1235,act_arr_time,MV,1.0,
1236,sched_dep_time,MV,1.0,
1236,sched_arr_time,MV,1.0,
1237,act_dep_time,MV,1.0,
1237,act_arr_time,MV,1.0,
1238,act_dep_time,MV,0.95,
1238,act_arr_time,MV,0.95,
1239,sched_dep_time,MV,1.0,
1239,sched_arr_time,MV,1.0,
1240,sched_dep_time,MV,0.99,
1240,sched_arr_time,MV,0.99,
1241,sched_dep_time,MV,1.0,
1241,sched_arr_time,MV,1.0,
1242,sched_dep_time,MV,0.95,
1242,sched_arr_time,MV,0.95,
1243,sched_dep_time,MV,0.95,
1243,sched_arr_time,MV,0.95,
1244,act_dep_time,MV,1.0,
1244,act_arr_time,MV,1.0,
1245,act_dep_time,MV,0.99,
1245,act_arr_time,MV,0.99,
1246,sched_dep_time,MV,0.95,
1246,sched_arr_time,MV,0.95,
1247,sched_dep_time,MV,0.99,
1247,sched_arr_time,MV,0.99,
1248,act_dep_time,MV,0.95,
1248,act_arr_time,MV,0.95,
1249,sched_dep_time,MV,1.0,
1249,sched_arr_time,MV,1.0,
1250,sched_dep_time,MV,0.99,
1250,sched_arr_time,MV,0.99,
1251,act_dep_time,MV,0.9,
1251,act_arr_time,MV,0.9,
1252,act_dep_time,MV,0.95,
1252,act_arr_time,MV,0.95,
1253,sched_dep_time,MV,0.95,
1253,sched_arr_time,MV,0.95,
1254,sched_dep_time,MV,0.95,
1254,sched_arr_time,MV,0.95,
1255,sched_dep_time,MV,1.0,
1255,sched_arr_time,MV,1.0,
1256,sched_dep_time,MV,1.0,
1256,sched_arr_time,MV,1.0,
1257,sched_dep_time,MV,0.95,
1257,sched_arr_time,MV,0.95,
1258,sched_dep_time,MV,1.0,
1258,sched_arr_time,MV,1.0,
1259,sched_dep_time,MV,0.95,
1259,sched_arr_time,MV,0.95,
1260,act_dep_time,MV,1.0,
1260,act_arr_time,MV,1.0,
1261,act_dep_time,MV,0.95,
1261,act_arr_time,MV,0.95,
1262,sched_dep_time,MV,1.0,
1262,sched_arr_time,MV,1.0,
1263,sched_dep_time,MV,0.9,
1263,sched_arr_time,MV,0.9,
1264,act_dep_time,MV,0.95,
1264,act_arr_time,MV,0.95,
1265,sched_dep_time,MV,1.0,
1265,sched_arr_time,MV,1.0,
1266,sched_dep_time,MV,0.95,
1266,sched_arr_time,MV,0.95,
1267,sched_dep_time,MV,0.95,
1267,sched_arr_time,MV,0.95,
1268,sched_dep_time,MV,0.95,
1268,sched_arr_time,MV,0.95,
1269,act_dep_time,MV,0.95,
1269,sched_arr_time,FI,0.9,12:21 a.m.
1269,act_arr_time,MV,0.95,
1270,sched_dep_time,MV,0.95,
1270,sched_arr_time,MV,0.95,
1271,act_dep_time,MV,1.0,
1271,act_arr_time,MV,1.0,
1272,sched_dep_time,MV,0.95,
1272,sched_arr_time,MV,0.95,
1273,sched_dep_time,MV,0.95,
1273,sched_arr_time,MV,0.95,
